number,name,link,image,position,club,birthplace,height,mv,age
,Sinan Atim,92863,,midfield,,Şanlıurfa,,,40
,Serif Sevinchan,92864,https://img.a.transfermarkt.technology/portrait/big/92864-1464985960.jpg,Defensive Midfield,Tasköprü Spor,Malatya,,,33
,Yasin Yener,92865,https://img.a.transfermarkt.technology/portrait/big/92865-1540740301.jpg,Attacking Midfield,Iskenderunspor,İstanbul,174,75000,34
,Hasan Baba,92868,https://img.a.transfermarkt.technology/portrait/big/92868-1496678812.jpeg,Defender,,Trabzon,,,37
,Mehmet Balban,92869,https://img.a.transfermarkt.technology/portrait/big/92869-1461703975.jpg,Right-Back,Emirdagspor,Afyon,168,,33
,Mesut Balkan,92871,https://img.a.transfermarkt.technology/portrait/big/92871-1464039625.jpg,Goalkeeper,,İstanbul,,,37
,Osman Barcin,92872,https://img.a.transfermarkt.technology/portrait/big/92872-1470298667.jpg,Centre-Back,,Antalya,,,34
,Emre Bati,92874,https://img.a.transfermarkt.technology/portrait/big/92874-1470316378.jpg,Centre-Back,Anamur Belediyespor,Antalya,,,32
,Gökhan Celebi,92875,,Centre-Forward,,Isparta,,,46
,Dündar Denizhan,92876,https://img.a.transfermarkt.technology/portrait/big/92876-1462743966.jpg,Central Midfield,,Tunceli,,,38
,Ahmet Ertas,92877,,Defender,,Afyonkarahisar,,,42
,Selim Kaplan,92879,,Central Midfield,,Sivas,178,,34
,Okan Mordal,92881,https://img.a.transfermarkt.technology/portrait/big/92881-1465578015.jpg,Centre-Back,,Manisa,185,,36
,Ilyas Sakizci,92882,,Centre-Forward,,Antalya,175,,40
,Semih Topcuoglu,92883,,Left-Back,,Sakarya,169,,39
,Levent Turan,92884,,Right-Back,,Denizli,175,,40
,Nedim Vatansever,92885,,Left Midfield,,Bursa,,,43
,Ramazan Murat Yavuz,92886,,Goalkeeper,,Antalya,,,33
,Emre Yildirim,92887,https://img.a.transfermarkt.technology/portrait/big/92887-1549144625.jpg,Right Midfield,,Bursa,,,36
,Ishak Özbey,92889,https://img.a.transfermarkt.technology/portrait/big/92889-1561901539.jpg,Central Midfield,,Ağrı,,,37
,Samet Özen,92891,https://img.a.transfermarkt.technology/portrait/big/92891-1473413847.jpg,Attacking Midfield,,Trabzon,174,,38
,Emrah Öztürk,92892,,Left Midfield,,Kocaeli,,,36
,Alihan Ünal,92893,https://img.a.transfermarkt.technology/portrait/big/92893-1486590310.jpeg,Centre-Forward,,Antalya,,,33
35,Ferhat Kaplan,93104,https://img.a.transfermarkt.technology/portrait/big/93104-1632347266.jpeg,Goalkeeper,Giresunspor,İzmir,190,100000,33
,Caglar Yildizer,93122,https://img.a.transfermarkt.technology/portrait/big/93122-1463175023.jpg,Centre-Forward,Aydin Büyüksehir Belediye Spor,Aydın,,,33
,Mustafa Bulut,93211,,Goalkeeper,,Kayseri,,,41
,Mustafa Öner,93227,https://img.a.transfermarkt.technology/portrait/big/93227-1464470360.jpg,Centre-Back,,Gaziantep,182,,38
,Hakan Acikalin,93313,https://img.a.transfermarkt.technology/portrait/big/93313-1654539797.png,Attacking Midfield,,İstanbul,176,,31
,Mesut Özgür,93560,https://img.a.transfermarkt.technology/portrait/big/93560-1467053914.jpg,Right-Back,,Bursa,,,32
,Özcan Arkoc,94102,https://img.a.transfermarkt.technology/portrait/big/94102-1613589685.jpg,Goalkeeper,,Tekirdağ,,,82
,Volkan Özkalyoncu,94352,,Centre-Back,,İzmir,,,43
,Berat Cetinkaya,94553,https://img.a.transfermarkt.technology/portrait/big/94553-1504218068.jpg,Centre-Back,Sapanca Genclikspor,Sakarya,186,75000,31
,Ilyas Tüfekci,95072,https://img.a.transfermarkt.technology/portrait/big/95072-1444833444.jpg,Attacking Midfield,,İstanbul,,,62
,Ismail Bulut,95474,https://img.a.transfermarkt.technology/portrait/big/95474-1473589072.jpg,Attacking Midfield,Develi Gücü Spor Kulübü,Kayseri,170,,31
,Senol Büyükcekic,95475,https://img.a.transfermarkt.technology/portrait/big/95475-1464466244.jpg,Central Midfield,,Kayseri,,,30
,Yunus Demircioglu,95476,,midfield,,Adana,,,32
29,Caner Yilmaz,95709,https://img.a.transfermarkt.technology/portrait/big/95709-1472849120.jpg,Central Midfield,Kahramanmarasspor,Gümüşhane,180,50000,31
,Tugrul Dogan Balci,96095,,Left-Back,,Sakarya,,,41
,Muhammet Ali Kara,96106,,Left Winger,Yenibosna Spor,İstanbul,,,34
,Mehmet Sait Ulucan,96112,https://img.a.transfermarkt.technology/portrait/big/96112-1463851004.jpg,Centre-Back,Develi Spor,Konya,,,35
,Mustafa Özmen,96115,,Central Midfield,,Bolu,,,46
,Doganay Uzun,96322,,Centre-Forward,,İstanbul,,,31
,Hakan Bayhan,96326,,Left Midfield,,Ordu,,,33
,Onur Demir,96328,https://img.a.transfermarkt.technology/portrait/big/96328-1636672153.jpg,Centre-Back,Gerede 1970 FK,Sakarya,,,33
,Halil Ibrahim Alan,96368,https://img.a.transfermarkt.technology/portrait/big/96368-1467560452.jpg,Centre-Forward,,İstanbul,,,36
,Ömer Deniz,96400,https://img.a.transfermarkt.technology/portrait/big/96400-1465238448.jpg,Centre-Back,,Siirt,,,40
,Ahmet Haberveren,96401,,Centre-Back,,Şanlıurfa,,,41
,Volkan Kabadayi,96402,https://img.a.transfermarkt.technology/portrait/big/96402-1470780624.jpg,Centre-Forward,,Samsun,187,,42
,Ömer Kisa,96403,https://img.a.transfermarkt.technology/portrait/big/96403-1461517906.jpg,Goalkeeper,,Hatay,,,41
,Taner Otlak,96404,https://img.a.transfermarkt.technology/portrait/big/96404-1468850736.jpg,Defender,,Aydın,177,,36
,Fatih Sari,96406,,midfield,,Sakarya,,,45
,Salih Sefercik,96407,https://img.a.transfermarkt.technology/portrait/big/96407-1535998328.jpg,Defensive Midfield,Idmanyurdu 1925 Spor,Zonguldak,190,,38
,Serkan Sevinc,96408,,Left-Back,,Ankara,,,43
,Tayfun Aydin,96412,,midfield,Anadolu Hisari Idman Yurdu,Giresun,,,32
,Ahmet Hakan Arslanagiz,96530,,Centre-Back,,İstanbul,,,43
,Abdurrahman Cubukcu,96531,https://img.a.transfermarkt.technology/portrait/big/96531-1470303084.jpg,Left Midfield,Özdilspor,İstanbul,,,40
,Caner Eryigit,96532,https://img.a.transfermarkt.technology/portrait/big/96532-1462743706.jpg,Defensive Midfield,,İstanbul,,,36
,Cihan Erdil,96534,https://img.a.transfermarkt.technology/portrait/big/96534-1470998661.jpg,Centre-Back,,İstanbul,,,42
,Fikret Avcu,96535,https://img.a.transfermarkt.technology/portrait/big/96535-1601821666.jpeg,Defender,,Adana,,,38
,Mükerrem Kaya,96538,,Left-Back,,Van,,,45
,Ahmet Murat Sengül,96541,,Centre-Back,,İstanbul,,,49
,Soner Taban,96542,,Centre-Back,,Sinop,,,39
,Recai Yakut,96543,,midfield,,İstanbul,,,44
,Samet Yüksel,96544,https://img.a.transfermarkt.technology/portrait/big/96544-1460842669.jpg,Right Midfield,,İstanbul,,,36
,Hüseyin Yüney,96545,,Goalkeeper,,Hatay,,,42
,Mesut Özkalkan,96547,https://img.a.transfermarkt.technology/portrait/big/96547-1464369527.jpg,Left Midfield,,Diyarbakır,177,,39
,Ibrahim Ülüm,96548,https://img.a.transfermarkt.technology/portrait/big/96548-1660559112.png,Centre-Forward,,Şanlıurfa,184,,39
66,Gencer Cansev,96734,https://img.a.transfermarkt.technology/portrait/big/96734-1662651004.png,Centre-Back,Menemen FK,Yozgat,187,25000,33
,Muhammet Emrah Aydin,96864,,Goalkeeper,,Sakarya,,,32
9,Yaser Hacimustafaoglu,96902,https://img.a.transfermarkt.technology/portrait/big/96902-1447941448.JPG,Centre-Forward,Van Spor FK,Trabzon,190,100000,30
4,Kamil Icer,96906,https://img.a.transfermarkt.technology/portrait/big/96906-1461425249.jpg,Centre-Back,Arnavutköy Belediyesi Genclik Ve Spor,Hatay,185,150000,31
,Raif Demir,97229,https://img.a.transfermarkt.technology/portrait/big/97229-1473553747.jpg,Second Striker,Yalovaspor,Bursa,178,25000,34
,Ayhan Bilek,97449,,midfield,,Adana,,,
,Engin Verel,97478,,Attacking Midfield,,İstanbul,,,66
,Ugur Dasdemir,97748,https://img.a.transfermarkt.technology/portrait/big/97748-1472898260.jpg,Right-Back,,Kars,178,50000,31
2,Mustafa Akbas,98113,https://img.a.transfermarkt.technology/portrait/big/98113-1566986728.jpg,Centre-Back,Erzurumspor FK,Trabzon,188,75000,32
,Gökhan Aslan,98116,https://img.a.transfermarkt.technology/portrait/big/98116-1463852601.jpg,Goalkeeper,,Sakarya,,,38
53,Feyyaz Aydil,98117,https://img.a.transfermarkt.technology/portrait/big/98117-1478470149.jpg,Centre-Forward,Osmaniyespor FK,Rize,197,50000,32
,Utku Demirel,98121,https://img.a.transfermarkt.technology/portrait/big/98121-1478995942.jpg,Central Midfield,Görelespor,Gümüşhane,,,32
,Muammer Erdogdu,98123,https://img.a.transfermarkt.technology/portrait/big/98123-1536699595.jpg,Centre-Back,,Karabük,187,,35
,Mehmet Kuruoglu,98125,https://img.a.transfermarkt.technology/portrait/big/98125-1504447800.jpg,Centre-Back,,Trabzon,185,50000,32
18,Zeki Yavru,98131,https://img.a.transfermarkt.technology/portrait/big/98131-1663339474.png,Right-Back,Samsunspor,Trabzon,178,650000,31
61,Abdulkadir Özdemir,98133,https://img.a.transfermarkt.technology/portrait/big/98133-1586604217.jpg,Defensive Midfield,Sariyer,Trabzon,179,100000,31
,Mustafa Murat Özdemir,98135,https://img.a.transfermarkt.technology/portrait/big/98135-1465498910.jpg,Centre-Forward,,İstanbul,,,32
,Mert Ege Özeren,98136,https://img.a.transfermarkt.technology/portrait/big/98136-1542910498.jpg,Centre-Back,,İstanbul,,,31
,Mustafa Aslan,98429,,Defensive Midfield,,Malatya,,,32
,Mert Günes,98430,,attack,Yeni Canspor,İzmir,,,32
,Ersan Ugur,98516,https://img.a.transfermarkt.technology/portrait/big/98516-1586086711.jpg,Central Midfield,,Çorum,,,41
,Önder Bicer,98615,,Goalkeeper,,Malatya,,,32
,Murat Dönmez,99095,,Centre-Back,,Çankırı,180,,45
,Hakan Demir,99185,,Centre-Forward,Eskisehir Saglikspor,Eskişehir,180,,31
,Ender Konca,99655,https://img.a.transfermarkt.technology/portrait/big/99655-1653486856.jpg,Left Winger,,İstanbul,,,74
,Yunus Akman,99773,https://img.a.transfermarkt.technology/portrait/big/99773-1638729861.png,Defensive Midfield,Canakkale Dardanel SK,Van,179,,37
,Can Özgür Arslantas,99774,https://img.a.transfermarkt.technology/portrait/big/s_99774_152_2010_1.jpg,Centre-Back,,Ankara,189,,40
,Arif Coban,99870,https://img.a.transfermarkt.technology/portrait/big/99870-1463942090.jpg,Centre-Forward,,Ankara,,,38
,Muhsin Erözkan,99872,https://img.a.transfermarkt.technology/portrait/big/99872-1636309285.jpg,Centre-Back,Manisa Sanayi Yildiz Spor,Bilecik,185,,40
,Serkan Gedik,99898,,Centre-Forward,,Trabzon,178,,41
,Onur Kilic,99899,,Right Winger,,Kirklareli,,,39
,Zeki Yilmaz,99901,,Central Midfield,,Van,175,,46
,Cuma Bezgin,99986,https://img.a.transfermarkt.technology/portrait/big/99986-1475702052.jpg,Goalkeeper,,Gaziantep,,,32
27,Mehmet Yigit,99995,https://img.a.transfermarkt.technology/portrait/big/99995-1588247253.jpg,Centre-Back,Sanliurfaspor,Gaziantep,190,150000,31
,Murat Cömert,99996,https://img.a.transfermarkt.technology/portrait/big/99996-1463604772.jpg,Centre-Back,Gebzespor,İzmir,187,,35
,Serdar Yilmaz,100019,https://img.a.transfermarkt.technology/portrait/big/100019-1586018902.jpg,Goalkeeper,,Adıyaman,,,42
,Koray Göksu,100061,https://img.a.transfermarkt.technology/portrait/big/100061-1470514224.jpg,Centre-Back,,Kocaeli,,,33
9,Bülent Cakmak,100186,https://img.a.transfermarkt.technology/portrait/big/100186-1464476455.jpg,Centre-Forward,Larnaka Gencler Birligi SK,Düzce,180,,43
,Mehmet Colak,100557,,Centre-Back,,Mersin,,,43
,Ramazan Tok,101128,https://img.a.transfermarkt.technology/portrait/big/101128-1553889926.jpg,Centre-Back,,Rize,,,32
,Güney Atilgan,101388,https://img.a.transfermarkt.technology/portrait/big/101388-1463773012.jpg,Left Winger,,Ankara,185,,34
,Tuncay Selcuk,101592,,midfield,,Malatya,,,42
,Savas Koc,101678,https://img.a.transfermarkt.technology/portrait/big/W_p_s_101678_123_2008_1.jpg,Central Midfield,,Ankara,,,59
21,Yusuf Akyel,103189,https://img.a.transfermarkt.technology/portrait/big/103189-1463165344.jpg,Attacking Midfield,Esenler Erokspor,Tekirdağ,178,100000,31
,Mahmut Caliskan,103301,,Centre-Forward,,İstanbul,,,56
,Ömer Faruk Duman,103369,https://img.a.transfermarkt.technology/portrait/big/103369-1527979638.jpg,Left-Back,,Bursa,192,,31
,Fatih Gültekin,103376,https://img.a.transfermarkt.technology/portrait/big/103376-1567731620.jpg,Centre-Back,Muglaspor,Rize,186,,35
,Ismail Türk,103740,https://img.a.transfermarkt.technology/portrait/big/103740-1463942968.jpg,Left Winger,Kaynasli Belediyespor,Bolu,,,38
,Serhat Yagli,103752,https://img.a.transfermarkt.technology/portrait/big/103752-1538510042.jpg,Right-Back,Cesme Belediyespor,Denizli,,,31
,Orhan Cikirikci,103796,https://img.a.transfermarkt.technology/portrait/big/103796-1650230014.jpeg,Left Winger,,Kirklareli,180,,55
,Adnan Erkan,103797,,Goalkeeper,,Denizli,,,54
,Faruk Yigit,103804,,Centre-Forward,,Trabzon,,,54
,Sanver Göymen,103805,,Goalkeeper,,Samsun,,,55
,Erhan Sentürk,104374,,Defender,,Muş,,,45
,Ömür Aggün,105408,https://img.a.transfermarkt.technology/portrait/big/105408-1467570263.jpg,Centre-Back,Yüksekova Belediyespor,Iğdır,,,39
,Faruk Akilli,105410,,Goalkeeper,,Van,,,46
,Hizir Ayaz,105415,,Centre-Forward,Rize Telekomspor,Rize,,,43
,Hüseyin Sertac Baydar,105419,,Centre-Forward,,Ankara,,,42
,Serdar Aytek Cöltekin,105424,https://img.a.transfermarkt.technology/portrait/big/105424-1500842117.jpg,Centre-Forward,,Ardahan,,,40
,Ferdi Daldal,105425,,Defensive Midfield,,Ankara,,,39
,Sedat Irfan,105445,,Right Midfield,,Muğla,,,40
,Cem Anil Kabalak,105449,,midfield,,Amasya,173,,32
,Fatih Kilic,105451,,Defender,,Tokat,,,43
,Gökhan Kül,105453,,Centre-Back,,Bursa,,,42
,Ugur Kütük,105454,https://img.a.transfermarkt.technology/portrait/big/105454-1468790777.jpg,Centre-Forward,,Kırıkkale,,,40
,Serdal Peker,105467,,Centre-Back,,Adana,,,41
,Erol Topaloglu,105484,https://img.a.transfermarkt.technology/portrait/big/105484-1463183194.jpg,Right Winger,,Çorum,,,32
,Özkan Yasar,105489,https://img.a.transfermarkt.technology/portrait/big/105489-1478961691.jpg,Centre-Forward,,Çorum,,,34
,Hüseyin Yildiz,105490,https://img.a.transfermarkt.technology/portrait/big/105490-1486239368.jpeg,Defensive Midfield,,Kırşehir,,,39
,Cihan Fatih Özdemir,105493,https://img.a.transfermarkt.technology/portrait/big/105493-1464297455.jpg,Left Winger,Pursaklar Belediye Spor,Ankara,,,37
,Fatih Özdemir,105494,https://img.a.transfermarkt.technology/portrait/big/105494-1468667786.jpg,Defensive Midfield,,Tokat,180,,41
,Hakan Özkan,105495,https://img.a.transfermarkt.technology/portrait/big/105495-1464296962.jpg,Centre-Back,Turhalspor,Tokat,,,40
,Kaan Öztürk,105532,,Goalkeeper,Gazi Mahallesispor,İstanbul,,,31
,Ugur Aktas,105628,https://img.a.transfermarkt.technology/portrait/big/105628-1485994178.jpeg,Left-Back,Maltepespor,Denizli,180,,31
,Emin Kuskulu,105646,https://img.a.transfermarkt.technology/portrait/big/105646-1466342174.jpg,Left Winger,,Denizli,,,32
20,Recep Niyaz,105653,https://img.a.transfermarkt.technology/portrait/big/105653-1663352866.png,Attacking Midfield,Eyüpspor,Denizli,165,1500000,27
10,Erdi Temel,105782,https://img.a.transfermarkt.technology/portrait/big/105782-1407324636.JPG,Attacking Midfield,Hilalspor Berlin,Bayburt,,,31
,Muhammet Utku,106088,https://img.a.transfermarkt.technology/portrait/big/s_106088_3217_2014_01_21_1.jpg,Central Midfield,Suhut Belediye Hisar Spor,Sinop,,,30
17,Ahmet Sari,107481,https://img.a.transfermarkt.technology/portrait/big/107481-1467476640.jpg,Centre-Forward,Bulvarspor,İstanbul,180,,30
,Sükrü Uzuner,107933,,Centre-Forward,,İstanbul,188,,53
,Aykut Ünyazici,109341,,Right-Back,,Ankara,,,85
,Mehmet Karakecili,110222,https://img.a.transfermarkt.technology/portrait/big/110222-1663973124.png,Centre-Back,Belediye Bolvadin Termal Spor,Şanlıurfa,,,32
,Samet Ersöz,110664,,midfield,,Elazığ,176,,36
,Mustafa Demir,110683,,Defender,,İstanbul,,,49
,Hayati Sarikaya,110685,,Defender,,Ankara,,,38
17,Okan Alkan,110690,https://img.a.transfermarkt.technology/portrait/big/110690-1661353746.png,Right-Back,Bandirmaspor,Mardin,170,300000,29
,Ogulcan Gökce,110691,https://img.a.transfermarkt.technology/portrait/big/110691-1504447719.jpg,Centre-Back,,İzmir,186,,30
61,Orhan Gülle,110692,https://img.a.transfermarkt.technology/portrait/big/110692-1537629827.jpg,Defensive Midfield,Yomra Spor,Trabzon,187,,30
,Sercan Hacioglu,110693,https://img.a.transfermarkt.technology/portrait/big/110693-1506287584.jpg,Goalkeeper,,İstanbul,187,,30
42,Ömer Ali Sahiner,110695,https://img.a.transfermarkt.technology/portrait/big/110695-1611592480.jpeg,Right Winger,Basaksehir FK,Konya,175,1000000,30
27,Furkan Seker,110696,https://img.a.transfermarkt.technology/portrait/big/110696-1464460458.jpg,Right-Back,Etimesgut Belediyespor,Kahramanmaraş,180,50000,30
23,Sezer Özmen,110697,https://img.a.transfermarkt.technology/portrait/big/110697-1604699262.jpg,Centre-Back,Etimesgut Belediyespor,İstanbul,187,100000,30
,Tolga Yilmaz,111328,https://img.a.transfermarkt.technology/portrait/big/111328-1464372417.jpg,Centre-Forward,,İstanbul,,,30
77,Hakan Dogru,111542,https://img.a.transfermarkt.technology/portrait/big/111542-1603820550.png,Right-Back,Pazarspor,Nevşehir,,,31
,Yasar Memisogullarindan,111543,https://img.a.transfermarkt.technology/portrait/big/111543-1504299494.jpg,Goalkeeper,Cayeli Spor,Adana,180,25000,31
,Ahmet Tanrikulu,111545,https://img.a.transfermarkt.technology/portrait/big/111545-1486819498.jpeg,midfield,,Kayseri,,,32
,Levent Yilmaz,111546,https://img.a.transfermarkt.technology/portrait/big/111546-1589825917.jpg,Centre-Forward,,Karabük,186,,32
,Ugur Parlak,112513,https://img.a.transfermarkt.technology/portrait/big/112513-1517522677.jpg,Defensive Midfield,Canakkale Dardanel SK,Kirklareli,181,,32
14,Erdi Kasapoglu,112618,https://img.a.transfermarkt.technology/portrait/big/112618-1661819039.png,Central Midfield,Nevsehir Belediye Spor,İzmir,174,,32
,Müslüm Kayin,112820,https://img.a.transfermarkt.technology/portrait/big/s_112820_8415_2012_1.jpg,Centre-Forward,Hamburg Fatihspor,Bilecik,180,,
,Bayram Özkul,112866,,Centre-Back,,Trabzon,,,
,Ozancan Cihan,113060,,Defender,,İstanbul,,,30
17,Tufan Deniz Gelen,113730,https://img.a.transfermarkt.technology/portrait/big/113730-1537207225.jpg,Centre-Forward,Belediye Derince Spor,İzmir,,,34
,Erkut Sentürk,113747,https://img.a.transfermarkt.technology/portrait/big/113747-1521402364.jpg,Attacking Midfield,1966 Edremitspor,İstanbul,,,28
9,Burak Aydin,113944,https://img.a.transfermarkt.technology/portrait/big/113944-1463784910.jpg,Centre-Forward,Isparta 32 Spor,Kocaeli,179,100000,27
,Baris Duruk,114034,,Centre-Forward,,Diyarbakır,,,34
,Hasan Takil,114054,,midfield,,Ankara,,,32
,Selim Özduman,114063,,Right Winger,Kibriscikspor,Bolu,,,32
,Emrecan Afacanoglu,114119,https://img.a.transfermarkt.technology/portrait/big/114119-1485700279.jpeg,Centre-Back,,İzmir,189,,31
,Can Akkasli,114120,https://img.a.transfermarkt.technology/portrait/big/114120-1500839473.jpg,Defender,,İzmir,,,36
,Hüseyin Akmaz,114121,https://img.a.transfermarkt.technology/portrait/big/114121-1471360242.jpg,Centre-Back,Bayindirspor,İzmir,,,35
,Altan Aksoy,114122,https://img.a.transfermarkt.technology/portrait/big/114122-1472255218.jpg,Defensive Midfield,,İzmir,,,33
,Ergin Altay,114124,,Goalkeeper,,Kocaeli,,,45
,Ramazan Altintepe,114125,https://img.a.transfermarkt.technology/portrait/big/114125-1463874164.jpg,Right Midfield,,Afyonkarahisar,175,,41
,Civar Cetin,114126,https://img.a.transfermarkt.technology/portrait/big/114126-1463785074.jpg,Defensive Midfield,,Mardin,177,,30
,Aytac Deniz,114127,https://img.a.transfermarkt.technology/portrait/big/114127-1463937856.jpg,Left Winger,Efeler 09 Spor FK,İzmir,180,50000,32
,Samet Dincer,114128,https://img.a.transfermarkt.technology/portrait/big/114128-1470301951.jpg,Goalkeeper,Kinik Belediyespor,İzmir,193,,30
,Süleyman Genal,114129,https://img.a.transfermarkt.technology/portrait/big/114129-1471361119.jpg,Goalkeeper,,İzmir,183,,34
,Ibrahim Idis,114131,https://img.a.transfermarkt.technology/portrait/big/114131-1470120942.jpg,Centre-Forward,,İzmir,180,,32
,Hüseyin Kar,114132,https://img.a.transfermarkt.technology/portrait/big/114132-1504309015.jpg,Left Winger,,Eskişehir,175,,35
,Izzet Kaya,114133,https://img.a.transfermarkt.technology/portrait/big/s_114133_6630_2013_04_11_1.jpg,Right-Back,,Muş,172,,45
,Nuri Ilker Kildir,114134,,Goalkeeper,,İzmir,193,,43
,Veli Kizilkaya,114135,https://img.a.transfermarkt.technology/portrait/big/114135-1472813797.jpg,Centre-Back,Belediye Kütahyaspor,Kütahya,192,25000,37
,Savas Kulan,114136,,attack,,İzmir,,,30
,Mahmut Ortak,114137,https://img.a.transfermarkt.technology/portrait/big/114137-1464390449.jpg,Left Winger,,Adana,,,31
,Taner Tasci,114138,,Right Midfield,,İstanbul,173,,42
,Erkan Taskiran,114139,https://img.a.transfermarkt.technology/portrait/big/114139-1463148155.jpg,Left Winger,,İzmir,183,25000,37
,Melih Vardar,114141,https://img.a.transfermarkt.technology/portrait/big/114141-1461005456.jpg,Centre-Forward,,İzmir,180,,29
,Umut Kemal Yavuz,114142,https://img.a.transfermarkt.technology/portrait/big/114142-1478810323.jpg,Defender,,Aksaray,,,29
88,Bekir Yilmaz,114143,https://img.a.transfermarkt.technology/portrait/big/114143-1663352793.png,Central Midfield,Eyüpspor,İzmir,182,75000,34
,Erman Özcan,114145,,Central Midfield,,Ankara,178,,44
,Mert Özcanlar,114146,https://img.a.transfermarkt.technology/portrait/big/114146-1467724821.jpg,Second Striker,Gönen Belediyespor,İzmir,,,29
8,Sercan Kaya,114165,https://img.a.transfermarkt.technology/portrait/big/114165-1662217879.jpg,Right Winger,Darica Genclerbirligi,İzmir,172,100000,34
,Ertan Koc,114290,https://img.a.transfermarkt.technology/portrait/big/114290-1464276451.jpg,Centre-Forward,Bitlis Özgüzelderespor,İstanbul,175,,35
,Hakan Delil,114394,,Defensive Midfield,,İstanbul,,,41
,Cihan Gökal,114396,https://img.a.transfermarkt.technology/portrait/big/114396-1475960846.jpg,Left-Back,,Trabzon,,,40
,Metin Imece,114397,,Left Winger,Toroslar Belediyespor,Mersin,,,34
,Fuat Onur,114399,https://img.a.transfermarkt.technology/portrait/big/114399-1464033490.jpg,Centre-Back,Viven Bornova FK,Hatay,181,,35
4,Birol Parlak,114400,https://img.a.transfermarkt.technology/portrait/big/114400-1618933731.png,Centre-Back,Balikesirspor,Rize,182,25000,32
39,Cenker Pehlivan,114401,https://img.a.transfermarkt.technology/portrait/big/114401-1465243221.jpg,Centre-Forward,Karsiyaka ASK,Kirklareli,,,31
,Erdal Sezek,114402,,Centre-Back,,Bingöl,182,,42
17,Tunc Behram,114407,https://img.a.transfermarkt.technology/portrait/big/114407-1600190587.jpg,Centre-Forward,Bucaspor 1928 ,Mersin,183,125000,32
,Onur Güney,114421,https://img.a.transfermarkt.technology/portrait/big/114421-1506108083.jpg,Left-Back,,Adana,178,,39
,Sami Izcican,114429,https://img.a.transfermarkt.technology/portrait/big/114429-1461701394.jpg,Right Winger,Sinopspor,Van,186,,38
,Nurullah Kaya,114430,https://img.a.transfermarkt.technology/portrait/big/114430-1464428890.jpg,Central Midfield,Yeni Mersin Idmanyurdu,Batman,173,75000,36
,Veysel Kilic,114432,https://img.a.transfermarkt.technology/portrait/big/114432-1463084740.jpg,Central Midfield,Kücükcekmece Sinop Spor,Adana,,,35
,Zafer Sagdic,114444,,Right-Back,,Malatya,178,,46
,Feyyaz Seker,114462,https://img.a.transfermarkt.technology/portrait/big/114462-1640531585.jpg,midfield,,Siirt,,,32
,Adem Alkasi,114466,https://img.a.transfermarkt.technology/portrait/big/114466-1471260633.jpg,Right-Back,,İstanbul,182,,38
,Cafer Elek,114473,https://img.a.transfermarkt.technology/portrait/big/114473-1465672316.jpg,Centre-Back,,Adana,,,35
,Cihan Özer,114487,https://img.a.transfermarkt.technology/portrait/big/114487-1473796334.jpg,Centre-Forward,,Diyarbakır,,,36
14,Hakan Cevik,114488,https://img.a.transfermarkt.technology/portrait/big/114488-1537033085.jpg,Centre-Back,Zonguldak Kömürspor,Bolu,187,125000,33
,Serdal Alan,114489,https://img.a.transfermarkt.technology/portrait/big/114489-1472042308.jpg,Centre-Forward,,Ankara,,,37
,Samet Albayrak,114490,https://img.a.transfermarkt.technology/portrait/big/114490-1504448517.jpg,Attacking Midfield,,Yalova,177,,38
,Sakib Aytac,114491,https://img.a.transfermarkt.technology/portrait/big/114491-1627125306.jpeg,Left-Back,Esenler Erokspor,İzmir,187,100000,30
,Ilimdar Bicen,114492,,Central Midfield,,Kars,,,34
,Ilyas Cakmak,114493,https://img.a.transfermarkt.technology/portrait/big/114493-1540160917.jpg,Centre-Forward,Viven Bornova FK,İzmir,179,50000,34
,Kenan Cankaya,114494,https://img.a.transfermarkt.technology/portrait/big/114494-1496684171.jpeg,midfield,,Bolu,,,36
90,Hüseyin Colak,114495,https://img.a.transfermarkt.technology/portrait/big/114495-1572868936.jpg,Centre-Forward,Nazilli Belediyespor,Adana,190,50000,32
,Hasan Ali Ersol,114496,https://img.a.transfermarkt.technology/portrait/big/114496-1661611772.png,Goalkeeper,Viven Bornova FK,Manisa,195,,36
,Samet Gül,114497,https://img.a.transfermarkt.technology/portrait/big/114497-1464124876.jpg,Left Midfield,Canakkalespor FK,Adana,185,,34
,Selcuk Hizarci,114498,https://img.a.transfermarkt.technology/portrait/big/114498-1468423840.jpg,Centre-Forward,,Amasya,,,36
,Özgür Ileri,114499,https://img.a.transfermarkt.technology/portrait/big/114499-1609799368.jpg,Defensive Midfield,,İzmir,188,75000,34
,Taner Kalkan,114500,,attack,,İzmir,,,32
,Kudret Kizakli,114502,https://img.a.transfermarkt.technology/portrait/big/114502-1470295322.jpg,midfield,,Ordu,,,34
,Koray Kurt,114503,https://img.a.transfermarkt.technology/portrait/big/114503-1467924538.jpg,Centre-Forward,Ezinespor,Sakarya,176,,39
,Nedim Köseoglu,114504,https://img.a.transfermarkt.technology/portrait/big/114504-1589642114.jpg,Centre-Back,Corum Cimentospor,Çorum,,,38
,Mehmet Akif Sadirli,114506,https://img.a.transfermarkt.technology/portrait/big/114506-1470301223.jpg,Left-Back,,Osmaniye,,,36
10,Mesut Saray,114507,https://img.a.transfermarkt.technology/portrait/big/114507-1464433006.jpg,Central Midfield,Elazigspor,İstanbul,181,,34
